LAMMPS CONFIG FILE

  320 atoms
  0 bonds
  0 angles

  1 atom types
  0 bond types
  0 angle types

  -200  200 xlo xhi
  -50  50 ylo yhi
  -50  50 zlo zhi

Masses

  1 1.0

Atoms

  1 0 1 0.5 -20.0 -5.0 -23.0
  2 0 1 0.5 -20.1392796963 -4.32699824755 -23.7264088431
  3 0 1 0.5 -20.2785593926 -3.65399649511 -24.4528176863
  4 0 1 0.5 -20.417839089 -2.98099474266 -25.1792265294
  5 0 1 0.5 -20.5571187853 -2.30799299021 -25.9056353726
  6 0 1 0.5 -20.6963984816 -1.63499123776 -26.6320442157
  7 0 1 0.5 -20.8356781779 -0.961989485317 -27.3584530589
  8 0 1 0.5 -20.9749578742 -0.288987732869 -28.084861902
  9 0 1 0.5 -21.1142375705 0.384014019578 -28.8112707451
  10 0 1 0.5 -21.2535172669 1.05701577202 -29.5376795883
  11 0 1 0.5 -21.3927969632 1.73001752447 -30.2640884314
  12 0 1 0.5 -21.5320766595 2.40301927692 -30.9904972746
  13 0 1 0.5 -21.6713563558 3.07602102937 -31.7169061177
  14 0 1 0.5 -21.8106360521 3.74902278181 -32.4433149609
  15 0 1 0.5 -21.9499157484 4.42202453426 -33.169723804
  16 0 1 0.5 -22.0891954448 5.09502628671 -33.8961326472
  17 1 1 0.5 47.0 -52.0 -59.0
  18 1 1 0.5 47.5740090656 -51.8878807181 -58.1888632303
  19 1 1 0.5 48.1480181312 -51.7757614361 -57.3777264605
  20 1 1 0.5 48.7220271968 -51.6636421542 -56.5665896908
  21 1 1 0.5 49.2960362624 -51.5515228723 -55.7554529211
  22 1 1 0.5 49.8700453281 -51.4394035903 -54.9443161513
  23 1 1 0.5 50.4440543937 -51.3272843084 -54.1331793816
  24 1 1 0.5 51.0180634593 -51.2151650265 -53.3220426119
  25 1 1 0.5 51.5920725249 -51.1030457445 -52.5109058421
  26 1 1 0.5 52.1660815905 -50.9909264626 -51.6997690724
  27 1 1 0.5 52.7400906561 -50.8788071807 -50.8886323027
  28 1 1 0.5 53.3140997217 -50.7666878987 -50.0774955329
  29 1 1 0.5 53.8881087873 -50.6545686168 -49.2663587632
  30 1 1 0.5 54.462117853 -50.5424493349 -48.4552219935
  31 1 1 0.5 55.0361269186 -50.4303300529 -47.6440852237
  32 1 1 0.5 55.6101359842 -50.318210771 -46.832948454
  33 2 1 0.5 -73.0 56.0 163.0
  34 2 1 0.5 -72.7455738002 56.8872294555 163.384826197
  35 2 1 0.5 -72.4911476004 57.7744589109 163.769652395
  36 2 1 0.5 -72.2367214006 58.6616883664 164.154478592
  37 2 1 0.5 -71.9822952008 59.5489178218 164.53930479
  38 2 1 0.5 -71.727869001 60.4361472773 164.924130987
  39 2 1 0.5 -71.4734428012 61.3233767327 165.308957185
  40 2 1 0.5 -71.2190166014 62.2106061882 165.693783382
  41 2 1 0.5 -70.9645904016 63.0978356436 166.07860958
  42 2 1 0.5 -70.7101642018 63.9850650991 166.463435777
  43 2 1 0.5 -70.455738002 64.8722945545 166.848261974
  44 2 1 0.5 -70.2013118022 65.75952401 167.233088172
  45 2 1 0.5 -69.9468856024 66.6467534654 167.617914369
  46 2 1 0.5 -69.6924594026 67.5339829209 168.002740567
  47 2 1 0.5 -69.4380332028 68.4212123763 168.387566764
  48 2 1 0.5 -69.183607003 69.3084418318 168.772392962
  49 3 1 0.5 -7.0 -158.0 46.0
  50 3 1 0.5 -7.87435292784 -158.428582418 46.2276490032
  51 3 1 0.5 -8.74870585568 -158.857164836 46.4552980064
  52 3 1 0.5 -9.62305878352 -159.285747254 46.6829470095
  53 3 1 0.5 -10.4974117114 -159.714329672 46.9105960127
  54 3 1 0.5 -11.3717646392 -160.142912089 47.1382450159
  55 3 1 0.5 -12.246117567 -160.571494507 47.3658940191
  56 3 1 0.5 -13.1204704949 -161.000076925 47.5935430223
  57 3 1 0.5 -13.9948234227 -161.428659343 47.8211920254
  58 3 1 0.5 -14.8691763505 -161.857241761 48.0488410286
  59 3 1 0.5 -15.7435292784 -162.285824179 48.2764900318
  60 3 1 0.5 -16.6178822062 -162.714406597 48.504139035
  61 3 1 0.5 -17.4922351341 -163.142989015 48.7317880381
  62 3 1 0.5 -18.3665880619 -163.571571433 48.9594370413
  63 3 1 0.5 -19.2409409897 -164.000153851 49.1870860445
  64 3 1 0.5 -20.1152939176 -164.428736268 49.4147350477
  65 4 1 0.5 121.0 174.0 -68.0
  66 4 1 0.5 120.160244518 174.436523408 -67.6771098556
  67 4 1 0.5 119.320489037 174.873046816 -67.3542197112
  68 4 1 0.5 118.480733555 175.309570224 -67.0313295669
  69 4 1 0.5 117.640978073 175.746093632 -66.7084394225
  70 4 1 0.5 116.801222592 176.18261704 -66.3855492781
  71 4 1 0.5 115.96146711 176.619140448 -66.0626591337
  72 4 1 0.5 115.121711628 177.055663856 -65.7397689894
  73 4 1 0.5 114.281956147 177.492187264 -65.416878845
  74 4 1 0.5 113.442200665 177.928710672 -65.0939887006
  75 4 1 0.5 112.602445183 178.365234079 -64.7710985562
  76 4 1 0.5 111.762689702 178.801757487 -64.4482084119
  77 4 1 0.5 110.92293422 179.238280895 -64.1253182675
  78 4 1 0.5 110.083178738 179.674804303 -63.8024281231
  79 4 1 0.5 109.243423257 180.111327711 -63.4795379787
  80 4 1 0.5 108.403667775 180.547851119 -63.1566478344
  81 5 1 0.5 168.0 -197.0 69.0
  82 5 1 0.5 167.4027398 -196.663714228 68.2718570656
  83 5 1 0.5 166.8054796 -196.327428456 67.5437141312
  84 5 1 0.5 166.2082194 -195.991142684 66.8155711968
  85 5 1 0.5 165.6109592 -195.654856912 66.0874282624
  86 5 1 0.5 165.013699 -195.31857114 65.359285328
  87 5 1 0.5 164.4164388 -194.982285368 64.6311423936
  88 5 1 0.5 163.819178599 -194.645999596 63.9029994591
  89 5 1 0.5 163.221918399 -194.309713824 63.1748565247
  90 5 1 0.5 162.624658199 -193.973428052 62.4467135903
  91 5 1 0.5 162.027397999 -193.63714228 61.7185706559
  92 5 1 0.5 161.430137799 -193.300856508 60.9904277215
  93 5 1 0.5 160.832877599 -192.964570736 60.2622847871
  94 5 1 0.5 160.235617399 -192.628284964 59.5341418527
  95 5 1 0.5 159.638357199 -192.291999191 58.8059989183
  96 5 1 0.5 159.041096999 -191.955713419 58.0778559839
  97 6 1 0.5 -8.0 -163.0 -156.0
  98 6 1 0.5 -7.45475805897 -163.597387019 -155.411918394
  99 6 1 0.5 -6.90951611794 -164.194774038 -154.823836788
  100 6 1 0.5 -6.36427417691 -164.792161056 -154.235755181
  101 6 1 0.5 -5.81903223588 -165.389548075 -153.647673575
  102 6 1 0.5 -5.27379029485 -165.986935094 -153.059591969
  103 6 1 0.5 -4.72854835382 -166.584322113 -152.471510363
  104 6 1 0.5 -4.18330641279 -167.181709131 -151.883428757
  105 6 1 0.5 -3.63806447176 -167.77909615 -151.29534715
  106 6 1 0.5 -3.09282253073 -168.376483169 -150.707265544
  107 6 1 0.5 -2.5475805897 -168.973870188 -150.119183938
  108 6 1 0.5 -2.00233864867 -169.571257206 -149.531102332
  109 6 1 0.5 -1.45709670764 -170.168644225 -148.943020726
  110 6 1 0.5 -0.911854766606 -170.766031244 -148.354939119
  111 6 1 0.5 -0.366612825576 -171.363418263 -147.766857513
  112 6 1 0.5 0.178629115454 -171.960805282 -147.178775907
  113 7 1 0.5 -184.0 -16.0 50.0
  114 7 1 0.5 -184.024271085 -15.0033614532 50.0782465423
  115 7 1 0.5 -184.048542171 -14.0067229063 50.1564930846
  116 7 1 0.5 -184.072813256 -13.0100843595 50.2347396269
  117 7 1 0.5 -184.097084341 -12.0134458127 50.3129861692
  118 7 1 0.5 -184.121355427 -11.0168072658 50.3912327115
  119 7 1 0.5 -184.145626512 -10.020168719 50.4694792538
  120 7 1 0.5 -184.169897597 -9.02353017216 50.547725796
  121 7 1 0.5 -184.194168682 -8.02689162532 50.6259723383
  122 7 1 0.5 -184.218439768 -7.03025307849 50.7042188806
  123 7 1 0.5 -184.242710853 -6.03361453165 50.7824654229
  124 7 1 0.5 -184.266981938 -5.03697598482 50.8607119652
  125 7 1 0.5 -184.291253024 -4.04033743798 50.9389585075
  126 7 1 0.5 -184.315524109 -3.04369889115 51.0172050498
  127 7 1 0.5 -184.339795194 -2.04706034431 51.0954515921
  128 7 1 0.5 -184.36406628 -1.05042179748 51.1736981344
  129 8 1 0.5 -128.0 -194.0 175.0
  130 8 1 0.5 -127.815846596 -193.4570307 175.819311823
